
101,0,0,0,0,1,
101,0,0,0,0,1,
101,0,0,0,0,1,
101,0,0,0,0,1,
102,,,,,1,
102,,,,,1,
102,0,0,0,0,1,
102,0,0,0,0,1,
103,0,0,0,0,1,
103,0,0,0,0,1,
200,-1.5,1.0,0.5,1.0,0.3,5
200,1.5,1.0,0.5,1.0,0.3,5
200,-1.5,5.0,0.5,1.0,0.3,5
200,1.5,5.0,0.5,1.0,0.3,5
200,-4.5,1.0,0.5,1.0,0.3,5
200,4.5,1.0,0.5,1.0,0.3,5
200,-3.0,2.5,2.0,0.5,0.3,5
200,3.0,2.5,2.0,0.5,0.3,5
200,0.0,3.5,2.0,0.5,0.3,5
200,0.0,6.5,2.0,0.5,0.3,5
300,0.0,0.5,0,0,1,1
300,0.0,4.5,0,0,1,1
300,0.0,7.5,0,0,1,1
300,-3.0,0.5,0,0,1,1
300,-3.0,1.5,0,0,1,1
300,3.0,0.5,0,0,1,1
300,3.0,1.5,0,0,1,1
