42
100,0,0,0,0,1,
102,0,0,0,0,1,
102,0,0,0,0,1,
101,0,0,0,0,1,
104,0,0,0,0,1,
104,0,0,0,0,1,

202,-5.5, 1.75, 0.25,0.25,0.3,5
202,-5.0, 1.75, 0.25,0.25,0.3,5
202,-7.25, 1.0, 0.5,0.5,0.3,5
202,-5.25, 1.0, 0.5,0.5,0.3,5
202,-6.25, 2.0, 0.5,0.5,0.3,5
202,-6.0, 1.25, 0.25,0.25,0.3,5
202,-7.0, 1.75, 0.25,0.25,0.3,5
202,-7.5, 0.25, 0.25,0.25,0.3,5
202,-7.0, 0.25, 0.25,0.25,0.3,5
202,-6.25, 0.5, 0.5,0.5,0.3,5
202,-2.25, 0.25, 0.25,0.25,0.3,5
202,-4.0, 0.25, 0.25,0.25,0.3,5
202,-4.5, 0.25, 0.25,0.25,0.3,5
202,-4.5, 0.75, 0.25,0.25,0.3,5
202,-5.5, 0.25, 0.25,0.25,0.3,5
202,-4.5, 1.25, 0.25,0.25,0.3,5
202,-1.75, 0.25, 0.25,0.25,0.3,5
202,-2.0, 0.75, 0.5,0.5,0.3,5
202,0.75, 0.25, 0.25,0.25,0.3,5
202,0.75, 0.75, 0.25,0.25,0.3,5
202,0.75, 1.25, 0.25,0.25,0.3,5
202,0.25, 1.25, 0.25,0.25,0.3,5
202,-0.25, 1.25, 0.25,0.25,0.3,5
202,-1.25, 0.25, 0.25,0.25,0.3,5
202,-1.0, 1.0, 0.5,0.5,0.3,5
202,1.25, 0.5, 0.5,0.5,0.3,5
202,1.75, 1.25, 0.25,0.25,0.3,5
202,1.75, 1.75, 0.25,0.25,0.3,5
202,2.25, 0.25, 0.25,0.25,0.3,5
202,2.75, 0.25, 0.25,0.25,0.3,5
202, 3.5, 0.5, 0.5,0.5,0.3,5
202, 3.5, 1.5, 0.5,0.5,0.3,5
202,4.25, 0.25, 0.25,0.25,0.3,5
202,4.25, 0.75, 0.25,0.25,0.3,5
202,4.25, 1.25, 0.25,0.25,0.3,5
202,4.75, 0.25, 0.25,0.25,0.3,5
202,5.75, 0.25, 0.25,0.25,0.3,5
202,5.75, 0.75, 0.25,0.25,0.3,5
202,5.25, 1.0, 0.5,0.5,0.3,5
202,5.25, 1.75, 0.25,0.25,0.3,5
202,3.75, 2.25, 0.25,0.25,0.3,5
202,2.25, 1.75, 0.25,0.25,0.3,5
202,2.75, 1.75, 0.25,0.25,0.3,5
202,5.75, 1.25, 0.25,0.25,0.3,5
202,3.0, 2.5, 0.5,0.5,0.3,5
202,6.5, 0.5, 0.5,0.5,0.3,5
202,-3.6, 1.6, 0.5,0.5,0.3,5
202,-2.9, 1.26, 0.25,0.25,0.3,5
202,-2.9, 1.76, 0.25,0.25,0.3,5
202, 0.5, 2.0, 0.5,0.5,0.3,5
202, -0.5, 2.0, 0.5,0.5,0.3,5
202, 0.0, 3.0, 0.5,0.5,0.3,5
202, 0.6, 2.75, 0.25,0.25,0.3,5
202, 1.1, 1.75, 0.25,0.25,0.3,5
202, 1.5, 2.5, 0.5,0.5,0.3,5
202, 1.75, 3.25, 0.25,0.25,0.3,5
202, -1.25, 1.5, 0.25,0.25,0.3,5
202, -1.75, 1.5, 0.25,0.25,0.3,5
202, -1.8, 2.25, 0.25,0.25,0.3,5
202, -0.75, 2.5, 0.25,0.25,0.3,5
202, -0.75, 3.25, 0.25,0.25,0.3,5
202, -1.5, 3.0, 0.5,0.5,0.3,5
202, -1.25, 3.75, 0.25,0.25,0.3,5
202, -1.75, 3.75, 0.25,0.25,0.3,5
202, -2.5, 2.5, 0.5,0.5,0.3,5
202, -2.75, 3.0, 0.25,0.25,0.3,5
202, -2.5, 4.0, 0.5,0.5,0.3,5
202, -3.8, 2.3, 0.25,0.25,0.3,5
202, -3.5, 3.1, 0.5,0.5,0.3,5
202, -4.5, 2.6, 0.5,0.5,0.3,5

300, 0.0, 0.5, 0,0,1,1
300, 2.5, 0.75, 0,0,1,1
300, 4.5, 2.0, 0,0,1,1
300, -3.1, 0.5, 0,0,1,1
300, 1.0, 3.5, 0,0,1,1
1300, 8.5, 0.0, 0,0,1,1
1300, 8.5, 1.0, 0,0,1,1
1300, 8.5, 2.0, 0,0,1,1

400,0,0, -10,8, -9,9, -9,9.5, -10,8.5,
400,0,0, 9,9, 10,8, 10,8.5, 9,9.5,
400,0,0, -9,9, 9,9, 9,9.5, -9,9.5,
