90
104,0,0,0,0,1,
100,0,0,0,0,1,
103,0,0,0,0,1,
103,0,0,0,0,1,
101,0,0,0,0,1,
102,0,0,0,0,1,
102,0,0,0,0,1,

201,-3.0, 0.5, ,,,,,,,,,,,,,
200,-1.5, 1.0, 0.5,1.0,0.3,5
200, 1.5, 1.0, 0.5,1.0,0.3,5
203,-4.5, 1.0, 0.5,1.0,0.3,5
203,-4.5, 4.0, 0.5,1.0,0.3,5
203, 0.0, 5.5, 5.0,0.5,0.3,5
202, 4.5, 1.0, 0.5,1.0,0.3,5
202, 4.5, 4.0, 0.5,1.0,0.3,5
200, 0.0, 2.5, 5.0,0.5,0.3,5
203, 10.5, 1.5, 0.5,1.5,0.3,5
202, 8.5, 3.5, 2.5,0.5,0.3,5

300, 0.0, 0.5, 0,0,1,1
300, 3.0, 0.5, 0,0,1,1
300, 0.0, 3.5, 0,0,1,1
300, 3.0, 3.5, 0,0,1,1
300, -3.0, 3.5, 0,0,1,1
300, 8.5, 0.0, 0,0,1,1
300, 8.5, 1.0, 0,0,1,1
300, 8.5, 2.0, 0,0,1,1

400,0,0, 6,3, 6,0, 7,0, 7,3,
